Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
100195,Hospital 195,City 95,CA,10195,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Same as the national average,Above the national average
100196,Hospital 196,City 96,MI,10196,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Not Available
100197,Hospital 197,City 97,NY,10197,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Above the national average
100198,Hospital 198,City 98,MI,10198,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Above the national average
100199,Hospital 199,City 99,PA,10199,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Same as the national average,Not Available
100200,Hospital 200,City 0,NC,10200,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Above the national average,Same as the national average
100201,Hospital 201,City 1,IL,10201,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Above the national average,Same as the national average
100202,Hospital 202,City 2,TX,10202,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Above the national average
100203,Hospital 203,City 3,NC,10203,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Not Available,Below the national average
100204,Hospital 204,City 4,TX,10204,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Above the national average,Above the national average
100205,Hospital 205,City 5,TX,10205,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Above the national average,Below the national average
100206,Hospital 206,City 6,GA,10206,County 6,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Below the national average
100207,Hospital 207,City 7,FL,10207,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Below the national average
100208,Hospital 208,City 8,MI,10208,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Above the national average,Same as the national average
100209,Hospital 209,City 9,OH,10209,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Same as the national average
100210,Hospital 210,City 10,TX,10210,County 10,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Above the national average,Above the national average
100211,Hospital 211,City 11,GA,10211,County 11,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Same as the national average
100212,Hospital 212,City 12,NC,10212,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Above the national average,Not Available
100213,Hospital 213,City 13,NY,10213,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Not Available
100214,Hospital 214,City 14,OH,10214,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Above the national average,Below the national average
100215,Hospital 215,City 15,TX,10215,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Above the national average
100216,Hospital 216,City 16,FL,10216,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Not Available
100217,Hospital 217,City 17,IL,10217,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Same as the national average,Above the national average
100218,Hospital 218,City 18,NC,10218,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Below the national average,Below the national average
100219,Hospital 219,City 19,TX,10219,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Same as the national average
100220,Hospital 220,City 20,TX,10220,County 20,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Not Available
100221,Hospital 221,City 21,MI,10221,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Same as the national average
100222,Hospital 222,City 22,GA,10222,County 22,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Below the national average
100223,Hospital 223,City 23,MI,10223,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Not Available
100224,Hospital 224,City 24,GA,10224,County 24,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Below the national average,Above the national average
100225,Hospital 225,City 25,CA,10225,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Same as the national average
100226,Hospital 226,City 26,PA,10226,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Above the national average,Not Available
100227,Hospital 227,City 27,CA,10227,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Same as the national average
100228,Hospital 228,City 28,GA,10228,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Below the national average,Below the national average
100229,Hospital 229,City 29,IL,10229,County 29,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Above the national average,Below the national average
100230,Hospital 230,City 30,CA,10230,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Below the national average
100231,Hospital 231,City 31,MI,10231,County 31,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Same as the national average,Below the national average
100232,Hospital 232,City 32,IL,10232,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Not Available
100233,Hospital 233,City 33,PA,10233,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Below the national average
100234,Hospital 234,City 34,NY,10234,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Below the national average
100235,Hospital 235,City 35,GA,10235,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Above the national average
100236,Hospital 236,City 36,IL,10236,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Below the national average,Same as the national average
100237,Hospital 237,City 37,MI,10237,County 37,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Same as the national average,Same as the national average
100238,Hospital 238,City 38,GA,10238,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Same as the national average,Not Available
100239,Hospital 239,City 39,MI,10239,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Below the national average
100240,Hospital 240,City 40,GA,10240,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Not Available,Below the national average
100241,Hospital 241,City 41,OH,10241,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Same as the national average,Below the national average
100242,Hospital 242,City 42,NY,10242,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Above the national average,Below the national average
100243,Hospital 243,City 43,CA,10243,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Not Available
100244,Hospital 244,City 44,CA,10244,County 44,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Above the national average,Not Available
100245,Hospital 245,City 45,NY,10245,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Same as the national average,Not Available
100246,Hospital 246,City 46,CA,10246,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Above the national average
100247,Hospital 247,City 47,PA,10247,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Below the national average,Not Available
100248,Hospital 248,City 48,TX,10248,County 48,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Above the national average,Above the national average
100249,Hospital 249,City 49,IL,10249,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Above the national average,Below the national average
100250,Hospital 250,City 50,FL,10250,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Not Available
100251,Hospital 251,City 51,MI,10251,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Above the national average
100252,Hospital 252,City 52,NC,10252,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Not Available,Above the national average
100253,Hospital 253,City 53,MI,10253,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Above the national average
